   3379.1550000000007       -7.4207363965620277E-002  -8.2953894328013200E-002
   3383.1540000000005       -6.7491345891996180E-002  -7.6402248964669142E-002
   3387.1530000000002       -6.0713762239862308E-002  -6.9801729356459549E-002
   3391.1520000000005       -5.3885571471818820E-002  -6.3165125656280699E-002
   3395.1510000000003       -4.7018865264734942E-002  -5.6503517493570778E-002
   3399.1500000000005       -4.0125316890510743E-002  -4.9828940905744877E-002
   3403.1490000000008       -3.3216034444950041E-002  -4.3153766765347490E-002
   3407.1480000000006       -2.6303518431133901E-002  -3.6489066899916829E-002
   3411.1470000000004       -1.9398841349265877E-002  -2.9847384171223269E-002
   3415.1460000000002       -1.2513673229242166E-002  -2.3240438608512916E-002
   3419.1450000000004       -5.6603148960083921E-003  -1.6679487443953245E-002
   3423.1440000000007        1.1508393473003142E-003  -1.0176614502404457E-002
   3427.1430000000005        7.9078155693494655E-003  -3.7431008010768343E-003
   3431.1420000000007        1.4598904702426684E-002   2.6092952689837677E-003
   3435.1410000000005        2.1213701031429107E-002   8.8696003400722187E-003
   3439.1400000000003        2.7740649778791877E-002   1.5027138849350434E-002
   3443.1390000000001        3.4169335416262082E-002   2.1070393015221216E-002
   3447.1380000000004        4.0489161954069965E-002   2.6989212173328302E-002
   3451.1370000000006        4.6689138651383966E-002   3.2772897912535598E-002
   3455.1360000000004        5.2759679985975187E-002   3.8411280452843019E-002
   3459.1350000000007        5.8690785455263350E-002   4.3895452833899083E-002
   3463.1340000000005        6.4472988862416286E-002   4.9214768063576921E-002
   3467.1330000000003        7.0096818487485127E-002   5.4360172355394927E-002
   3471.1320000000005        7.5552814022837644E-002   5.9323492239324496E-002
   3475.1310000000003        8.0833156493068672E-002   6.4095390823411313E-002
   3479.1300000000006        8.5929130032560877E-002   6.8668468563209170E-002
   3483.1290000000004        9.0832713115145680E-002   7.3034770171912441E-002
   3487.1280000000006        9.5536837051182377E-002   7.7186240693264060E-002
   3491.1270000000009       0.10003333256435055        8.1116884935161337E-002
   3495.1260000000002       0.10431621524198147        8.4819905552716207E-002
   3499.1250000000005       0.10837946866551332        8.8289121083992811E-002
   3503.1240000000003       0.11221611415468645        9.1519161389203241E-002
   3507.1230000000005       0.11582158136220264        9.4504588795131308E-002
   3511.1220000000008       0.11919065829131084        9.7241251319977878E-002
   3515.1210000000005       0.12231843053803926        9.9724703807449314E-002
   3519.1200000000008       0.12520161083997589       0.10195124560583624     
   3523.1190000000001       0.12783588258158973       0.10391806344522972     
   3527.1180000000004       0.13021833538482380       0.10562207431114122     
   3531.1170000000002       0.13234687244203097       0.10706183534715541     
   3535.1160000000004       0.13421886893058607       0.10823545581076449     
   3539.1150000000007       0.13583300979625093       0.10914137363835530     
   3543.1140000000005       0.13718806032649436       0.10978016022156545     
   3547.1130000000007       0.13828357293644233       0.11015110729288143     
   3551.1120000000001       0.13911969981351166       0.11025468378274131     
   3555.1110000000003       0.13969636575641919       0.11009277624826541     
   3559.1100000000006       0.14001506396121527       0.10966601688442475     
