   3379.1550000000007        6.3651530781397653E-002   6.6976449061450616E-002
   3383.1540000000005        5.9842289935435819E-002   6.3020726731693233E-002
   3387.1530000000002        5.5953902491507640E-002   5.8991159760819936E-002
   3391.1520000000005        5.1994304841812750E-002   5.4895349690249624E-002
   3395.1510000000003        4.7971121417497223E-002   5.0741301767076294E-002
   3399.1500000000005        4.3891730318798457E-002   4.6536124784575424E-002
   3403.1490000000008        3.9764243361999144E-002   4.2288356637748208E-002
   3407.1480000000006        3.5596354994424630E-002   3.8005482714350031E-002
   3411.1470000000004        3.1395831682670357E-002   3.3694893214546856E-002
   3415.1460000000002        2.7170432834501958E-002   2.9365505545230909E-002
   3419.1450000000004        2.2928356368572683E-002   2.5024119329453618E-002
   3423.1440000000007        1.8677059238325210E-002   2.0678916080319180E-002
   3427.1430000000005        1.4424352211115004E-002   1.6338114475448889E-002
   3431.1420000000007        1.0178491719040138E-002   1.2008410012190735E-002
   3435.1410000000005        5.9463145224167143E-003   7.6983824141005743E-003
   3439.1400000000003        1.7361373744205120E-003   3.4151706291631117E-003
   3443.1390000000001       -2.4446149100530510E-003  -8.3407796298569717E-004
   3447.1380000000004       -6.5891828253340622E-003  -5.0412979409455161E-003
   3451.1370000000006       -1.0689113897666873E-002  -9.1999290907323790E-003
   3455.1360000000004       -1.4738180038561201E-002  -1.3302772584685679E-002
   3459.1350000000007       -1.8729263391610570E-002  -1.7342789516959448E-002
   3463.1340000000005       -2.2654794250941569E-002  -2.1313331839854493E-002
   3467.1330000000003       -2.6508993913458356E-002  -2.5207718921498416E-002
   3471.1320000000005       -3.0284506545469866E-002  -2.9019680464211599E-002
   3475.1310000000003       -3.3975343622869261E-002  -3.2743083369766821E-002
   3479.1300000000006       -3.7575813258534180E-002  -3.6372108903150631E-002
   3483.1290000000004       -4.1079147104312569E-002  -3.9900503448881360E-002
   3487.1280000000006       -4.4480161093231496E-002  -4.3323109509566513E-002
   3491.1270000000009       -4.7773220495217317E-002  -4.6634783940072054E-002
   3495.1260000000002       -5.0953025876478292E-002  -4.9830021865508875E-002
   3499.1250000000005       -5.4014897611993726E-002  -5.2904760015198601E-002
   3503.1240000000003       -5.6953751387283619E-002  -5.5853704235908089E-002
   3507.1230000000005       -5.9765094786526932E-002  -5.8672789821395288E-002
   3511.1220000000008       -6.2444845333917212E-002  -6.1358799995159752E-002
   3515.1210000000005       -6.4989263396376645E-002  -6.3906874258519097E-002
   3519.1200000000008       -6.7394291872851453E-002  -6.6314411866437370E-002
   3523.1190000000001       -6.9656719671511408E-002  -6.8578115429858366E-002
   3527.1180000000004       -7.1773597383566506E-002  -7.0694612820087335E-002
   3531.1170000000002       -7.3741692617208990E-002  -7.2662500516495962E-002
   3535.1160000000004       -7.5559238290834607E-002  -7.4478494998161671E-002
   3539.1150000000007       -7.7223382343970914E-002  -7.6140866144056935E-002
   3543.1140000000005       -7.8732109219471630E-002  -7.7648561766668955E-002
   3547.1130000000007       -8.0084674584322640E-002  -7.8999435485915051E-002
   3551.1120000000001       -8.1278757641167959E-002  -8.0193152206711582E-002
   3555.1110000000003       -8.2313998071377986E-002  -8.1228611924352712E-002
   3559.1100000000006       -8.3189616439879752E-002  -8.2105173045259203E-002
   3563.1090000000004       -8.3904497304843367E-002  -8.2823362160100875E-002
   3567.1080000000006       -8.4459757128938606E-002  -8.3382841267728436E-002
   3571.1070000000004       -8.4854614322157795E-002  -8.3784122191280452E-002
   3575.1060000000007       -8.5089557729146559E-002  -8.4028079644633255E-002
   3579.1050000000005       -8.5166085788938584E-002  -8.4115713698761280E-002
   3583.1040000000003       -8.5084260298737613E-002  -8.4048389216843239E-002
   3587.1030000000005       -8.4846210620113965E-002  -8.3827684246033068E-002
   3591.1020000000003       -8.4453256923544023E-002  -8.3455448367569990E-002
   3595.1010000000006       -8.3906744456623300E-002  -8.2933643507113311E-002
   3599.1000000000008       -8.3209669456452848E-002  -8.2265154348009073E-002
   3603.0990000000006       -8.2363819797126397E-002  -8.1452282348003807E-002
   3607.0980000000004       -8.1371944269996985E-002  -8.0497822048699041E-002
   3611.0970000000002       -8.0237106727727159E-002  -7.9405435402842839E-002
   3615.0960000000005       -7.8961984246399927E-002  -7.8177759527145924E-002
   3619.0950000000007       -7.7550278276513063E-002  -7.6819039489805119E-002
   3623.0940000000005       -7.6005464123453298E-002  -7.5333042035314823E-002
   3627.0930000000008       -7.4331180220378629E-002  -7.3723064578389313E-002
