   799.99999999999989        4.3908636624511636E-037
   797.60717846460614        4.5877811071402162E-037
   795.22862823061621        4.7918627027170460E-037
   792.86422200198206        5.0033270128103889E-037
   790.51383399209465        5.2223973214869903E-037
   788.17733990147769        5.4492867670656109E-037
   785.85461689587430        5.6841833101512980E-037
   783.54554358472080        5.9272375414335807E-037
   781.25000000000000        6.1785559231469115E-037
   778.96786757546238        6.4382010703400259E-037
   776.69902912621353        6.7061992825564131E-037
   774.44336882865446        6.9825539974239166E-037
   772.20077220077212        7.2672624661249354E-037
   769.97112608277178        7.5603320429194560E-037
   767.75431861804202        7.8617922551964189E-037
   765.55023923444969        8.1716993669318367E-037
   763.35877862595419        8.4901314013776069E-037
   761.17982873453843        8.8171733306605230E-037
   759.01328273244781        9.1528940364670724E-037
   756.85903500473023        9.4973183083729160E-037
   754.71698113207538        9.8503982092747662E-037
   752.58701787394170        1.0211988337286558E-036
   750.46904315196980        1.0581828751688324E-036
   748.36295603367626        1.0959537706574081E-036
   746.26865671641769        1.1344614142194870E-036
   744.18604651162786        1.1736447560496523E-036
   742.11502782931359        1.2134330965732867E-036
   740.05550416281210        1.2537471458988990E-036
   738.00738007380073        1.2944993179128621E-036
   735.97056117755278        1.3355928707812919E-036
   733.94495412844026        1.3769197665904526E-036
   731.93046660567245        1.4183574625567549E-036
   729.92700729926992        1.4597652043299277E-036
   727.93448589626939        1.5009806973496170E-036
   725.95281306715060        1.5418182160444692E-036
   723.98190045248862        1.5820692194754497E-036
   722.02166064981941        1.6215063495108165E-036
   720.07200720072001        1.6598913019085410E-036
   718.13285457809684        1.6969865258180436E-036
   716.20411817367938        1.7325700981175806E-036
   714.28571428571422        1.7664525304605284E-036
   712.37756010685666        1.7984937982599317E-036
   710.47957371225573        1.8286186189722289E-036
   708.59167404782988        1.8568280105921087E-036
   706.71378091872782        1.8832054490472935E-036
   704.84581497797342        1.9079164889681953E-036
   702.98769771528998        1.9312014472565417E-036
   701.13935144609979        1.9533615713369223E-036
   699.30069930069919        1.9747399052310079E-036
   697.47166521360066        1.9956987099345755E-036
   695.65217391304350        2.0165956944219121E-036
   693.84215091066778        2.0377614113593739E-036
   692.04152249134938        2.0594799554586795E-036
   690.25021570319234        2.0819746092427551E-036
   688.46815834767631        2.1053993901879539E-036
   686.69527896995703        2.1298366731471697E-036
   684.93150684931504        2.1553003118911071E-036
   683.17677198975218        2.1817430738070699E-036
   681.43100511073249        2.2090668156445456E-036
   679.69413763806267        2.2371337092187842E-036
   677.96610169491521        2.2657769720577754E-036
   676.24683009298383        2.2948099236017251E-036
   674.53625632377737        2.3240326935639121E-036
   672.83431455004200        2.3532364578545036E-036
   671.14093959731531        2.3822055709727577E-036
   669.45606694560672        2.4107183206756548E-036
   667.77963272120201        2.4385472000114810E-036
   666.11157368859278        2.4654595601731724E-036
   664.45182724252493        2.4912192997359812E-036
   662.80033140016565        2.5155899175259514E-036
   661.15702479338836        2.5383388823810101E-036
   659.52184666117068        2.5592429319080638E-036
   657.89473684210509        2.5780936710549255E-036
   656.27563576702210        2.5947027432312174E-036
   654.66448445171841        2.6089059042870572E-036
   653.06122448979579        2.6205655236375236E-036
   651.46579804560258        2.6295713216044838E-036
   649.87814784727857        2.6358394659795291E-036
   648.29821717990274        2.6393104291976109E-036
   646.72594987873879        2.6399461956870734E-036
   645.16129032258050        2.6377274728371131E-036
   643.60418342719220        2.6326514910911097E-036
   642.05457463884420        2.6247307984454104E-036
   640.51240992794226        2.6139932036068257E-036
   638.97763578274748        2.6004827544202246E-036
   637.45019920318714        2.5842614092237126E-036
   635.93004769475363        2.5654109135510264E-036
   634.41712926248999        2.5440343589109145E-036
   632.91139240506322        2.5202569761779071E-036
   631.41278610891857        2.4942258818783470E-036
   629.92125984251959        2.4661087115626811E-036
   628.43676355066771        2.4360912914170850E-036
   626.95924764890276        2.4043746695346218E-036
   625.48866301798273        2.3711719155926656E-036
   624.02496099843984        2.3367050848794290E-036
   622.56809338521396        2.3012026349519285E-036
   621.11801242236027        2.2648974070506186E-036
   619.67467079783103        2.2280250813678645E-036
   618.23802163833068        2.1908228332492577E-036
   616.80801850424041        2.1535278002425056E-036
   615.38461538461536        2.1163749479669586E-036
   613.96776669224869        2.0795940063259605E-036
   612.55742725880543        2.0434053243328310E-036
   611.15355233002288        2.0080147291247119E-036
   609.75609756097549        1.9736077260118069E-036
   608.36501901140673        1.9403435904346869E-036
   606.98027314112289        1.9083500339406096E-036
   605.60181680545031        1.8777191441164270E-036
   604.22960725075529        1.8485051934230122E-036
   602.86360211002250        1.8207246979976358E-036
   601.50375939849619        1.7943588195313374E-036
   600.15003750937728        1.7693578904193992E-036
   598.80239520958082        1.7456475586697047E-036
   597.46079163554884        1.7231358434642430E-036
   596.12518628912062        1.7017202993724559E-036
   594.79553903345720        1.6812945209261889E-036
   593.47181008902078        1.6617533705804445E-036
   592.15396002960767        1.6429965522054503E-036
   590.84194977843424        1.6249304346220828E-036
   589.53574060427411        1.6074683046507976E-036
   588.23529411764696        1.5905294495368811E-036
   586.94057226705797        1.5740375994091349E-036
   585.65153733528541        1.5579192847523968E-036
   584.36815193571942        1.5421025853739544E-036
   583.09037900874637        1.5265165885380695E-036
   581.81818181818176        1.5110916710262614E-036
   580.55152394775030        1.4957605151226446E-036
   579.29036929761037        1.4804596018327931E-036
   578.03468208092477        1.4651308259835973E-036
   576.78442682047580        1.4497228619483761E-036
   575.53956834532369        1.4341919730419551E-036
   574.30007178750895        1.4185020837577205E-036
   573.06590257879645        1.4026240922925085E-036
