   6.6696140834870513E-018   0.0000000000000000        0.0000000000000000     
   1.3339228166974103E-017   0.0000000000000000        0.0000000000000000     
   2.0008842250461155E-017   0.0000000000000000        0.0000000000000000     
   2.6678456333948205E-017   4.2138433973702877E-007  -2.1069216986851439E-007
   3.3348070417435256E-017   2.3281490037813546E-006  -1.3220936292920630E-006
   4.0017684500922309E-017   6.9159883070239748E-006  -4.4100595936306878E-006
   4.6687298584409357E-017   1.4514171039463531E-005  -1.0296985268537346E-005
   5.3356912667896410E-017   2.4008459157342553E-005  -1.8773667029656754E-005
   6.0026526751383458E-017   3.3386695404966055E-005  -2.8420149487417815E-005
   6.6696140834870511E-017   4.1125191444774330E-005  -3.7385219717953225E-005
   7.3365754918357565E-017   4.7286453018373486E-005  -4.4639741913356580E-005
   8.0035369001844619E-017   5.3348348333557756E-005  -5.0688260373812598E-005
   8.6704983085331672E-017   6.0871638222316508E-005  -5.7082822392464803E-005
   9.3374597168818713E-017   7.0159047988411493E-005  -6.5094359216103041E-005
   1.0004421125230577E-016   8.0077558924538446E-005  -7.4661648451322839E-005
   1.0671382533579282E-016   8.9161917847156957E-005  -8.4522505919802892E-005
   1.1338343941927987E-016   9.6958180049135976E-005  -9.3388694499266115E-005
   1.2005305350276692E-016   1.0437730999421070E-004  -1.0109352645178656E-004
   1.2672266758625398E-016   1.1277719059942721E-004  -1.0868217186945142E-004
   1.3339228166974102E-016   1.2267605139694662E-004  -1.1739770609053596E-004
   1.4006189575322809E-016   1.3331006626775702E-004  -1.2752872262068290E-004
   1.4673150983671513E-016   1.4341360896396829E-004  -1.3818576577166080E-004
   1.5340112392020217E-016   1.5243760927622090E-004  -1.4818131447195260E-004
   1.6007073800368924E-016   1.6103684866670422E-004  -1.5715334591673606E-004
   1.6674035208717628E-016   1.7039250277137320E-004  -1.6587016379198427E-004
   1.7340996617066334E-016   1.8105964618433051E-004  -1.7545736090139794E-004
   1.8007958025415039E-016   1.9245849192884445E-004  -1.8631447546726455E-004
   1.8674919433763743E-016   2.0347358629671403E-004  -1.9776003140146222E-004
   1.9341880842112449E-016   2.1354641612043857E-004  -2.0871941222482814E-004
   2.0008842250461153E-016   2.2319243366897995E-004  -2.1876544778987557E-004
   2.0675803658809860E-016   2.3346259064299570E-004  -2.2850416815285729E-004
   2.1342765067158564E-016   2.4490405742419468E-004  -2.3895522435837954E-004
   2.2009726475507268E-016   2.5704266431631937E-004  -2.5055293992096622E-004
   2.2676687883855975E-016   2.6887351586267645E-004  -2.6274219830595466E-004
   2.3343649292204679E-016   2.7985313585383214E-004  -2.7454277742006936E-004
   2.4010610700553383E-016   2.9041287911574817E-004  -2.8550922862163582E-004
   2.4677572108902092E-016   3.0150636898122475E-004  -2.9614505735839575E-004
   2.5344533517250796E-016   3.1365884354998922E-004  -3.0738334527565176E-004
